,id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality
358,7516456,Jumeirah Beach Residence,25.078122,55.134763,2500000,1817,2,3,1
359,7517492,Dubai Marina,25.072375,55.136286,1800000,1281,2,3,1
360,7518376,Dubai Marina,25.086376,55.14736,1890000,1255,2,3,0
361,7518920,Palm Jumeirah,25.112725,55.109525,1750000,1812,2,3,0
362,7519087,Downtown Dubai,25.202977,55.280662,1100000,730,1,1,0
363,7519980,Dubai Hills Estate,25.109367,55.247980000000005,900000,989,1,1,0
364,7520297,Green Community,25.007528,55.16360400000001,1295000,2554,3,2,0
365,7520435,Dubai Marina,25.081622,55.141977,1640000,1302,2,3,1
366,7521024,Jumeirah,25.240419,55.25277,1200000,733,1,2,0
367,7521109,Dubai Silicon Oasis,25.112525,55.376107,350000,535,0,1,1
368,7521676,Dubai Marina,25.07907,55.139742000000005,1150000,1210,2,4,1
369,7522167,Jumeirah Village Circle,25.063841,55.210235,589000,844,1,2,1
370,7522806,Dubai Marina,25.073778,55.132888,1670000,1366,2,3,1
371,7523202,Motor City,25.045661,55.241586,1550000,2931,3,3,0
372,7523204,Downtown Dubai,25.201718,55.270982999999994,1650000,872,1,2,0
373,7523376,Palm Jumeirah,25.125472,55.153066,2650000,1493,2,2,0
374,7523389,Palm Jumeirah,25.114513,55.136122,1930000,2046,2,3,1
375,7523715,Jumeirah Village Circle,25.066252,55.20792900000001,368000,385,0,1,1
376,7524205,Downtown Dubai,25.201204,55.270189,5500000,2285,4,4,0
377,7524528,Downtown Dubai,25.198796,55.271342,3900000,1978,3,4,0
378,7524644,Dubai Marina,25.069944,55.133324,1500000,1727,2,3,1
379,7524987,Downtown Dubai,25.195235,55.27875600000001,1650000,1104,2,3,2
380,7525242,Jumeirah Village Circle,25.052714,55.199369,1150000,1607,3,4,0
381,7526954,Jumeirah,25.240419,55.25277,1890000,1023,2,3,1
382,7527233,Downtown Dubai,25.196489,55.272126,15800000,5253,4,5,1
383,7527236,Downtown Dubai,25.195237,55.271449,3000000,1317,2,3,1
384,7528526,Downtown Dubai,25.195235,55.27875600000001,4000000,1908,3,3,1
385,7528572,Dubai Marina,25.086575,55.147768000000006,1625000,875,1,2,0
386,7529340,Downtown Dubai,25.187556,55.275166000000006,2243000,1293,2,2,1
387,7529368,Jumeirah Lake Towers,25.074521,55.143825,800000,1028,1,2,1
388,7529628,Downtown Dubai,25.202977,55.280662,2650000,1616,3,4,1
389,7530158,Downtown Dubai,25.199782,55.277662,1239000,747,1,1,1
390,7530659,Downtown Dubai,25.200879,55.276331000000006,4100000,1774,2,3,0
391,7530921,Dubai Hills Estate,25.111798,55.247341000000006,2600888,1583,3,3,1
392,7531077,Jumeirah,25.240419,55.25277,1200000,733,1,1,0
393,7531924,Palm Jumeirah,25.104115,55.14847,3150000,1645,2,2,2
394,7532070,Jumeirah Beach Residence,25.081954999999997,55.138863,1100000,1101,1,2,1
395,7532226,Jumeirah Beach Residence,25.072954,55.128089,2499000,1463,2,3,1
396,7532397,Dubai Hills Estate,25.121564000000003,55.25912,1061888,730,2,2,1
397,7532407,Town Square,24.999981,55.293818,930888,930,2,2,1
398,7532408,Town Square,24.998576,55.291872999999995,453888,339,0,1,1
399,7532412,Dubai Hills Estate,25.11576,55.248755,2040888,1607,3,3,1
400,7532509,Dubai Marina,25.069266,55.129144999999994,1100000,829,2,2,1
401,7532605,Mohammed Bin Rashid City,25.171460999999997,55.2758,1261142,742,1,2,1
402,7533036,Dubai Marina,25.087251,55.145574,1170000,980,1,2,1
403,7533422,Palm Jumeirah,25.106964,55.111349,2499000,1367,2,5,0
404,7534145,Al Kifaf,25.233787,55.294217,1642777,998,1,2,0
405,7534375,Dubai Hills Estate,25.107984,55.244923,1450000,1487,2,3,0
406,7535129,Mohammed Bin Rashid City,25.171460999999997,55.2758,1276686,760,1,2,1
407,7535385,Al Kifaf,25.233787,55.294217,1550000,990,1,2,1
408,7535983,Al Kifaf,25.233787,55.294217,2046777,1634,2,3,1
409,7536465,City Walk,25.20179,55.261734,3700000,2270,3,4,0
410,7536676,Palm Jumeirah,25.11309,55.140778000000005,2800000,2156,3,4,0
411,7537089,Downtown Dubai,25.197316,55.274196,2999900,1778,2,3,0
412,7537169,Dubai Marina,25.075017000000003,55.137997,2650000,1786,3,4,0
413,7540934,Palm Jumeirah,25.131393,55.152727,3500000,1766,2,3,1
414,7542683,DIFC,25.207533,55.277978,1300000,1133,1,2,0
415,7542932,Jumeirah Beach Residence,25.076944,55.134135,2950000,1503,2,3,0
416,7543682,Jumeirah Beach Residence,25.072954,55.128089,1780000,1028,1,2,1
417,7543697,Meydan,25.15899,55.294028,675000,826,1,1,0
418,7543701,DIFC,25.206412,55.275199,1450000,1274,1,2,1
419,7544027,Downtown Dubai,25.191404,55.27389599999999,1010000,860,1,2,1
420,7544476,Jumeirah Beach Residence,25.084102,55.13862099999999,5750000,2574,3,5,1
421,7544817,DIFC,25.207533,55.277978,1250000,1133,1,2,0
422,7545069,Downtown Dubai,25.197316,55.274196,4649900,2663,3,4,1
423,7545103,Dubai Marina,25.079966,55.139081999999995,1250000,1210,2,3,1
424,7545165,Downtown Dubai,25.191642,55.28019499999999,2049999,1039,2,3,1
425,7545371,Town Square,25.015608,55.283131999999995,888000,888,2,2,1
426,7545870,Business Bay,25.188299,55.288975,16950000,4907,3,3,1
427,7545873,Business Bay,25.188299,55.288975,30950000,7922,4,4,1
428,7545878,Dubai Harbour,25.099744,55.14145500000001,1225000,735,1,2,1
429,7545879,Downtown Dubai,25.194031,55.269318000000005,2577888,1352,3,4,0
430,7545932,Palm Jumeirah,25.111902,55.138103,1025888,720,1,2,1
431,7546267,Dubai Marina,25.082217,55.142624,913548,529,0,1,0
432,7546516,Downtown Dubai,25.191634,55.269309,2250000,1700,2,3,1
433,7546773,DIFC,25.211032,55.28205,1275000,893,1,1,1
434,7547057,DAMAC Hills,25.020958,55.254155,350000,527,0,1,1
435,7547582,Dubai Creek Harbour (The Lagoons),25.204135,55.344345,780000,707,1,1,0
436,7548040,Downtown Dubai,25.196592000000003,55.284124,1650000,1049,2,3,0
437,7548820,Jumeirah Village Circle,25.066791,55.203684,424340,385,0,1,1
438,7549090,Palm Jumeirah,25.125472,55.153066,1800000,1100,1,2,1
439,7549879,Palm Jumeirah,25.115747,55.142615,3175000,2281,3,4,1
440,7549987,Dubai Marina,25.086726,55.145205,1500000,1525,2,3,1
441,7550615,Palm Jumeirah,25.132519,55.151574,1850000,935,1,2,1
442,7551748,Dubai Hills Estate,25.107984,55.244923,990000,722,1,1,1
443,7551802,Dubai Hills Estate,25.11576,55.248755,750000,648,1,1,1
444,7552099,Business Bay,25.181310999999997,55.26250699999999,900000,1036,1,1,2
445,7552261,Jumeirah,25.240419,55.25277,1700000,1164,2,3,1
446,7552349,Jumeirah,25.240419,55.25277,1271000,732,1,2,1
447,7552352,Town Square,25.010196,55.291467,485000,603,1,1,1
448,7552604,Palm Jumeirah,25.111822,55.140521,1125000,1300,1,1,0
449,7553011,Downtown Dubai,25.202977,55.280662,1000000,681,1,2,0
450,7553094,Business Bay,25.18543,55.281516,700000,563,0,1,0
451,7553095,Business Bay,25.185156,55.281116,725000,692,0,1,0
452,7553096,Palm Jumeirah,25.10813,55.145552,1300000,1799,2,3,0
453,7553527,Al Barsha,25.07001,55.245729,778000,730,1,2,2
454,7554269,Dubai Marina,25.086575,55.147768000000006,2099999,1382,2,3,0
455,7554308,Palm Jumeirah,25.10355,55.168509,17910000,6246,4,5,1
456,7554310,Palm Jumeirah,25.10355,55.168509,15460000,4331,3,4,1
457,7554451,Al Furjan,25.022618,55.14935,700000,1000,2,3,1
458,7554643,Jumeirah Lake Towers,25.065355,55.139480000000006,450000,500,0,1,0
459,7554665,Downtown Dubai,25.196593,55.269631,1275000,1282,2,3,1
460,7554713,Palm Jumeirah,25.10355,55.168509,15490000,3944,3,4,1
461,7554714,Palm Jumeirah,25.10355,55.168509,15830000,3554,3,4,1
462,7554923,Palm Jumeirah,25.10355,55.168509,15910000,3492,4,5,1
463,7557465,Palm Jumeirah,25.10355,55.168509,21990000,6252,4,5,1
464,7557467,Palm Jumeirah,25.10355,55.168509,21870000,5188,4,5,1
465,7557468,Palm Jumeirah,25.10355,55.168509,22640000,5505,4,5,1
466,7557590,Mohammed Bin Rashid City,25.171460999999997,55.2758,1246305,780,1,2,2
467,7557591,Mohammed Bin Rashid City,25.171460999999997,55.2758,2085804,1109,2,3,2
468,7557592,Mohammed Bin Rashid City,25.171460999999997,55.2758,1246305,780,1,2,2
469,7557747,Dubai Hills Estate,25.109367,55.247980000000005,1400000,1358,2,2,1
470,7557800,Palm Jumeirah,25.132021,55.151405,2850000,1350,2,2,0
471,7558577,Palm Jumeirah,25.11241,55.14165799999999,1100000,1144,1,1,0
472,7558734,Palm Jumeirah,25.113366,55.13609,3800000,4053,3,3,0
473,7559549,Business Bay,25.189282,55.28915799999999,1100000,952,1,2,1
474,7559728,Greens,25.091282999999997,55.174064,650000,767,1,1,1
475,7560166,Palm Jumeirah,25.10355,55.168509,17130000,4595,3,4,1
476,7560167,Palm Jumeirah,25.10355,55.168509,22260000,4923,4,5,1
477,7560368,Business Bay,25.17667,55.272389,490000,563,0,1,0
478,7560483,Dubai Hills Estate,25.107984,55.244923,2800000,1993,3,4,1
479,7560989,Jumeirah Village Circle,25.047032,55.206605,450000,1105,1,2,1
480,7561588,Town Square,25.005442,55.293914,1400000,1450,3,3,1
481,7561589,Jumeirah Lake Towers,25.065886,55.138245999999995,1700000,1992,2,2,1
482,7563303,Palm Jumeirah,25.111229,55.136449,3000000,2279,3,4,1
483,7563353,Town Square,25.005559,55.294912,1125888,1850,3,4,0
484,7563418,Jumeirah Beach Residence,25.082397,55.14066,1150000,1396,2,3,1
485,7563538,Dubai Marina,25.087042,55.148385,1499000,1721,3,3,1
486,7563581,Al Sufouh,25.108984,55.177657,990000,722,1,2,1
487,7563960,Jumeirah Lake Towers,25.078262,55.14866899999999,1400000,1680,2,4,0
488,7564463,Town Square,25.005753,55.295312,590888,546,1,2,0
489,7564465,Dubai Hills Estate,25.099132,55.243981999999995,749888,482,1,2,1
490,7564640,Mohammed Bin Rashid City,25.177819,55.308533,796195,493,1,1,0
491,7565828,Meydan,25.145181,55.288017,700000,835,1,2,1
492,7566232,Palm Jumeirah,25.107353,55.148401,1055000,1173,1,1,0
493,7566522,Town Square,25.01057,55.289787,1100000,1462,3,3,0
494,7567106,Downtown Dubai,25.195236,55.268641,3600000,2583,3,4,1
495,7568118,Dubai Marina,25.08333,55.144753,1575000,1150,2,3,0
496,7568161,Greens,25.096545000000003,55.168783999999995,2000000,1693,2,3,0
497,7568220,Dubai Hills Estate,25.109367,55.247980000000005,900000,1000,1,2,1
498,7568238,Dubai Marina,25.086575,55.147768000000006,2099999,1381,2,3,1
499,7569576,Al Furjan,25.021571,55.155418999999995,420000,442,0,1,1
500,7569595,Business Bay,25.178582,55.26624,849999,685,1,2,1
501,7570143,Downtown Dubai,25.195751,55.283223,4900000,2157,3,4,1
502,7570239,Greens,25.0902,55.17514499999999,750000,758,1,1,0
503,7570740,Palm Jumeirah,25.107353,55.148401,1900000,2223,3,4,1
504,7570841,Meydan,25.145181,55.288017,1400000,1534,2,3,0
505,7571166,Jumeirah,25.240419,55.25277,1780000,1200,2,2,2
506,7571205,Palm Jumeirah,25.111902,55.138103,1754888,1131,2,3,1
507,7571266,Downtown Dubai,25.19331,55.280919,2350000,1858,2,3,0
508,7571762,Palm Jumeirah,25.11257,55.136701,2350000,2524,3,4,1
509,7572649,Dubai Marina,25.072696,55.13586,1100000,1005,1,2,1
510,7572727,Old Town,25.19236,55.280033,1095000,781,1,1,0
511,7572958,Town Square,25.010196,55.291467,525000,697,1,1,1
512,7572983,Jumeirah,25.240419,55.25277,1290000,831,1,2,0
513,7573028,Town Square,25.010196,55.291467,500000,589,1,1,1
514,7574237,Dubai Marina,25.069944,55.133324,990000,1500,2,3,1
515,7575254,Downtown Dubai,25.196398,55.271002,1025000,740,1,2,1
516,7576653,Dubai Hills Estate,25.099132,55.243981999999995,761888,486,1,2,0
517,7576654,Downtown Dubai,25.196489,55.272126,18614888,5383,4,5,0
518,7576656,Downtown Dubai,25.202977,55.280662,1430000,723,1,2,0
519,7576729,The Views,25.088728,55.17331,1550000,1418,2,2,0
520,7576793,Downtown Dubai,25.202977,55.280662,2750000,1236,2,3,0
521,7576907,Downtown Dubai,25.196398,55.271002,1150000,713,1,1,1
522,7578550,Palm Jumeirah,25.106668,55.149275,1150000,1184,1,1,0
523,7578589,Palm Jumeirah,25.108728,55.142382,2000000,2164,2,3,1
524,7578696,Dubai Hills Estate,25.109367,55.247980000000005,1290000,1362,2,3,1
525,7579243,Downtown Dubai,25.19168,55.280175,1700000,934,2,3,0
526,7579317,Dubai Marina,25.089833,55.150625,2349000,2979,3,4,1
527,7579589,Business Bay,25.184873,55.292277,1976504,1165,1,2,1
528,7579647,Downtown Dubai,25.191719,55.270677,1900000,1538,2,3,1
529,7579722,Business Bay,25.186573000000003,55.282070999999995,610000,477,0,1,1
530,7579855,Palm Jumeirah,25.110165,55.137511,1900000,1890,2,2,0
531,7580174,Palm Jumeirah,25.098745,55.121042,1100000,1101,1,2,1
532,7580516,Dubai Sports City,25.037035,55.20541600000001,429000,460,0,2,0
533,7580761,The Views,25.093319,55.168887,1300000,1342,2,2,0
534,7580937,Dubai Marina,25.086575,55.147768000000006,1460000,868,1,2,1
535,7581130,Palm Jumeirah,25.116492,55.141387,3450000,2260,3,3,0
536,7581146,The Views,25.086886,55.173227,1999999,1660,3,4,2
537,7581230,Dubai Marina,25.085305,55.149287,1650000,1860,1,2,1
538,7581450,Jumeirah,25.215192,55.235827,7000000,1934,2,2,1
539,7581627,Jumeirah Lake Towers,25.068729,55.139815000000006,820000,640,1,1,0
540,7581786,Downtown Dubai,25.196398,55.271002,1525000,1740,2,2,0
541,7581853,Dubai Hills Estate,25.109367,55.247980000000005,1299999,1361,2,3,1
542,7581881,The Views,25.091259,55.168657,950000,863,1,1,0
543,7581889,Palm Jumeirah,25.132519,55.151574,1850000,1070,1,2,1
544,7582046,Jumeirah,25.215192,55.235827,7600000,2093,2,4,0
545,7582090,DIFC,25.207533,55.277978,1500000,968,1,2,0
546,7582106,Palm Jumeirah,25.111681,55.142546,1850000,2055,2,4,1
547,7582135,DIFC,25.207533,55.277978,3250000,2087,2,3,0
548,7582318,Jumeirah Village Circle,25.058632,55.202774,670000,910,1,2,0
549,7582364,Dubai Marina,25.072396,55.132386,850000,760,2,2,1
550,7582378,Dubai Festival City,25.221028,55.361808,3250000,4071,3,4,1
551,7582465,Old Town,25.189195,55.274878,1500000,1313,2,3,1
552,7582468,Palm Jumeirah,25.132519,55.151574,1950000,1040,1,2,1
553,7582589,Jumeirah Beach Residence,25.072954,55.128089,2300000,1704,2,3,1
554,7582650,Palm Jumeirah,25.110724,55.139576,2500000,2177,3,3,0
555,7583162,Dubai Marina,25.085047,55.142415,1400000,1206,2,3,1
556,7583194,Jumeirah Village Circle,25.049301,55.198896,1150000,1778,2,2,0
557,7583327,Dubai Marina,25.087251,55.145574,1300000,950,1,2,1
558,7583504,Jumeirah Village Circle,25.048292,55.207037,545000,680,1,2,2
559,7583761,Dubai Marina,25.082004,55.142441000000005,1400000,1302,2,3,0
560,7583849,Dubai Marina,25.090418,55.14874,2200000,1748,3,3,1
561,7583863,DIFC,25.211032,55.28205,1300000,938,1,2,1
562,7583865,Dubai Marina,25.087926,55.149224,800000,908,1,2,1
563,7583897,The Views,25.089719,55.170481,850000,733,1,1,1
564,7584135,Dubai Marina,25.086376,55.14736,1540000,772,1,2,1
565,7584167,Jebel Ali,24.948068,55.069311,550000,970,2,3,1
566,7584264,DIFC,25.211032,55.28205,2600000,2119,3,4,0
567,7584399,Dubai Marina,25.089463,55.148929,700000,915,1,2,1
568,7584475,Downtown Dubai,25.200159,55.28246800000001,1100000,855,1,2,1
569,7584484,Jumeirah Lake Towers,25.077009,55.146035,699999,929,1,2,1
570,7584983,Dubai Marina,25.087147,55.14668100000001,1900000,975,1,2,1
571,7585038,Greens,25.09243,55.172975,900000,1093,2,2,1
572,7585284,Dubai Creek Harbour (The Lagoons),25.20573,55.34511,2949999,2309,3,5,1
573,7586010,Jumeirah Beach Residence,25.081954999999997,55.138863,980000,1080,1,2,1
574,7586072,Jumeirah Village Circle,25.049301,55.198896,350000,437,0,1,1
575,7586272,Palm Jumeirah,25.114513,55.136122,2500000,2439,3,3,1
576,7586332,Palm Jumeirah,25.10355,55.168509,34314000,9576,4,5,1
577,7586528,Downtown Dubai,25.201718,55.270982999999994,3050000,1851,3,3,1
578,7586537,Downtown Dubai,25.203035,55.280662,1650000,1105,2,2,1
579,7586709,The Views,25.088728,55.17331,850000,748,1,2,1
580,7586778,Al Barari,25.099422,55.31296700000001,3350000,3017,2,3,0
581,7586788,Dubai Hills Estate,25.116799,55.254015,1749510,1602,3,4,1
582,7586799,Downtown Dubai,25.190873999999997,55.281666,1100000,965,1,2,0
583,7586805,Dubai Marina,25.081421,55.141711,1950000,1347,2,3,1
584,7586859,Jumeirah Beach Residence,25.07851,55.136283,815000,779,1,2,1
585,7586910,The Views,25.088533,55.171838,849000,754,1,1,1
586,7586956,Palm Jumeirah,25.108522,55.143556,2120000,1465,2,3,1
587,7587237,Downtown Dubai,25.192132,55.27216899999999,1750000,1400,2,2,0
588,7587397,Dubai Hills Estate,25.113521,55.250356999999994,808255,648,1,1,1
589,7587467,Jumeirah Beach Residence,25.072954,55.128089,2300000,1703,2,2,0
590,7587578,Jumeirah Lake Towers,25.07696,55.146775,1675000,2326,4,4,2
591,7587590,Jumeirah Lake Towers,25.07696,55.146775,1373000,1909,3,3,2
592,7587648,Jumeirah,25.240419,55.25277,1980000,1703,2,3,0
593,7587761,Palm Jumeirah,25.110559,55.137575,2200000,1709,2,3,1
594,7587934,Dubai Marina,25.082004,55.142441000000005,1850000,1347,2,3,1
595,7588158,Jumeirah Beach Residence,25.08058,55.139146999999994,1500000,1903,3,3,2
596,7588198,Al Furjan,25.02462,55.140434,1055093,1191,2,3,1
597,7588200,Al Furjan,25.02462,55.140434,568801,750,1,2,1
598,7588277,Dubai Hills Estate,25.107984,55.244923,2650000,2127,3,5,1
599,7588375,Falcon City of Wonders,25.103784,55.339287,540000,356,0,1,1
600,7588432,Mohammed Bin Rashid City,25.177819,55.308533,1253686,747,2,2,1
601,7588554,Palm Jumeirah,25.106964,55.111349,4400000,2005,3,2,0
602,7588580,Downtown Dubai,25.191404,55.27389599999999,1000000,833,1,2,1
603,7588666,DAMAC Hills,25.022371,55.25475600000001,550000,635,0,1,0
604,7588785,Motor City,25.044960999999997,55.243607999999995,675000,1053,1,2,0
605,7588800,Jumeirah Beach Residence,25.07851,55.136283,1050000,761,1,2,1
606,7588831,Dubai Land,25.113747,55.367881999999994,380000,929,1,2,1
607,7588905,DIFC,25.207533,55.277978,1225000,877,1,2,0
608,7589267,Jumeirah Beach Residence,25.076319,55.133627,1720000,1929,3,4,1
609,7589422,Downtown Dubai,25.191544,55.273332999999994,1700000,1265,2,2,0
610,7589431,Palm Jumeirah,25.09858,55.12171800000001,1230000,1116,1,2,1
611,7589790,Al Furjan,25.022618,55.14935,739000,928,2,2,1
612,7590274,World Trade Center,25.223728,55.285118,2800000,2938,3,3,1
613,7590303,Dubai Marina,25.087926,55.149224,1350000,1741,2,3,1
614,7590309,Jumeirah Lake Towers,25.065886,55.138245999999995,850000,1184,1,2,0
615,7590349,Jumeirah Beach Residence,25.072954,55.128089,2300000,1610,2,3,0
616,7590384,Downtown Dubai,25.195483,55.271797,1445888,666,1,2,1
617,7590603,Mudon,25.01936,55.267193000000006,1286000,986,2,2,1
618,7590605,Dubai Marina,25.082591,55.142183,999950,922,1,2,0
619,7590729,Discovery Gardens,25.03335,55.150016,320000,548,0,1,0
620,7590815,Jumeirah Beach Residence,25.076319,55.133627,1849000,3003,3,3,1
621,7590879,Dubai Marina,25.072375,55.136286,1450000,848,1,1,0
622,7590926,Motor City,25.046706,55.246714,790000,1358,2,3,1
623,7591155,Dubai Silicon Oasis,25.11848,55.392352,500000,943,2,2,1
624,7591669,Jumeirah Village Circle,25.060106,55.209391,830000,871,1,2,1
625,7591777,Dubai Marina,25.084397,55.142039,1640000,1693,2,3,1
626,7591869,Remraam,25.007476,55.253035,475000,1157,1,1,1
627,7591911,Dubai Marina,25.086575,55.147768000000006,3200000,1822,3,5,0
628,7592079,Jumeirah Village Circle,25.054336,55.203423,699000,782,1,2,1
629,7592101,Jumeirah Village Circle,25.048095,55.206373,610000,746,1,2,1
630,7592132,Jumeirah Village Circle,25.048095,55.206373,610500,851,1,2,3
631,7592140,Jumeirah Village Circle,25.048095,55.206373,600205,805,1,2,3
632,7592170,Jumeirah Village Circle,25.048095,55.206373,610500,814,1,2,3
633,7592179,Palm Jumeirah,25.111088,55.143412,1700000,1997,2,2,1
634,7592200,Jumeirah Village Circle,25.048095,55.206373,610503,815,1,2,3
635,7592202,Jumeirah Beach Residence,25.073146,55.13154,1275000,1381,2,2,1
636,7592664,Palm Jumeirah,25.108523,55.143556999999994,1295000,737,1,2,1
637,7592675,Dubai Marina,25.085305,55.149287,3300000,2756,3,5,0
638,7593128,Downtown Dubai,25.191527,55.274545,1300000,1092,1,2,0
639,7593217,Jumeirah Village Circle,25.048095,55.206373,900502,1137,2,3,3
640,7593232,Jumeirah Village Circle,25.048095,55.206373,901345,1147,2,3,3
641,7593307,Discovery Gardens,25.044519,55.137291000000005,525000,968,1,1,0
642,7593536,Downtown Dubai,25.197316,55.274196,3489900,1888,2,3,1
643,7593664,Dubai Marina,25.082591,55.142183,760000,709,1,1,1
644,7593892,Dubai Marina,25.089393,55.147796,700000,736,1,2,1
645,7593928,Palm Jumeirah,25.116329,55.138654,1675000,1746,2,2,1
646,7593996,Dubai Marina,25.089463,55.148929,625000,916,1,2,1
647,7594163,Palm Jumeirah,25.113366,55.13609,1390000,1954,2,3,1
648,7594244,Palm Jumeirah,25.107004999999997,55.152689,1700000,1142,1,1,0
649,7594909,Downtown Dubai,25.200926000000003,55.280912,1400000,886,1,1,1
650,7594970,Dubai Marina,25.089393,55.147796,3600000,3172,4,5,1
651,7594994,Jumeirah,25.240419,55.25277,1434000,758,1,2,0
652,7595358,Dubai Harbour,25.0967,55.139276,1200000,745,1,2,0
653,7595366,Jumeirah,25.240419,55.25277,1795000,1220,2,3,1
654,7596124,Downtown Dubai,25.195483,55.271797,2444888,1064,2,3,1
655,7596697,Jumeirah Beach Residence,25.076944,55.134135,2650000,1198,2,3,0
656,7596737,Jumeirah Beach Residence,25.082647,55.135003000000005,3750000,1968,3,5,0
657,7596819,Jumeirah Beach Residence,25.082647,55.135003000000005,2399999,1180,2,3,0
658,7597056,Dubai Marina,25.082004,55.142441000000005,1700000,1302,2,3,0
659,7597093,Dubai Marina,25.088431,55.146759,1550000,1188,2,3,1
660,7597113,Downtown Dubai,25.191404,55.27389599999999,1775000,1420,2,2,1
661,7597204,Dubai Marina,25.084335999999997,55.14925,2450000,2552,3,5,1
662,7597894,Jumeirah,25.215192,55.235827,12000000,3142,3,5,1
663,7597958,Palm Jumeirah,25.112237,55.138630000000006,624888,360,0,1,1
664,7597986,Dubai Marina,25.080444,55.144318000000005,560000,691,1,2,1
665,7598012,Palm Jumeirah,25.112237,55.138630000000006,992888,713,1,2,1
666,7598507,Jumeirah,25.240419,55.25277,1234000,754,1,2,0
667,7598617,Dubai Creek Harbour (The Lagoons),25.203553,55.34555400000001,1300000,1089,2,3,1
668,7598619,Mudon,25.023506,55.265094,1150000,965,2,3,0
669,7598854,The Views,25.088728,55.17331,1400000,1450,2,2,2
670,7598875,The Views,25.089719,55.170481,1690000,1305,2,3,1
671,7599063,Jumeirah Village Circle,25.053988,55.207168,1050000,1620,1,1,1
672,7599322,The Views,25.093596,55.166633999999995,1500000,1665,3,2,1
673,7599512,Mirdif,25.227337,55.441623,2892000,2704,4,5,1
674,7599517,Mirdif,25.227337,55.441623,1688000,1581,3,4,1
675,7599519,Mirdif,25.227337,55.441623,1399000,1321,2,3,1
676,7599652,Downtown Dubai,25.194761,55.282343,3750000,1362,2,3,1
677,7599714,Dubai Marina,25.086376,55.14736,1574950,755,1,2,1
678,7599749,Jumeirah Village Circle,25.054336,55.203423,412000,375,0,1,2
679,7599807,Jumeirah Village Circle,25.054336,55.203423,999000,1249,2,3,2
680,7599878,Palm Jumeirah,25.112604,55.143347,2445000,1550,2,3,1
681,7599900,Jumeirah,25.240419,55.25277,1700000,1200,2,3,0
682,7599902,Downtown Dubai,25.195483,55.271797,4294888,1636,3,4,1
683,7599987,Dubai Marina,25.085305,55.149287,2975000,1694,2,2,2
684,7599992,Palm Jumeirah,25.111943,55.144174,2600000,1994,2,4,0
685,7600013,Palm Jumeirah,25.126034,55.15370600000001,1450000,1100,1,2,1
686,7600021,Jumeirah Village Circle,25.046403,55.201813,1400206,1215,2,3,2
687,7600530,The Views,25.087547,55.172518999999994,3299950,2825,3,3,2
688,7600585,Palm Jumeirah,25.113366,55.13609,1395000,1953,2,2,0
689,7600754,Dubai Harbour,25.09938,55.141275,1380888,745,1,1,1
690,7600917,Palm Jumeirah,25.107086,55.14684499999999,1275000,1886,2,2,0
691,7601002,Downtown Dubai,25.19331,55.280919,1300000,917,1,2,1
692,7601090,Jumeirah Village Circle,25.048095,55.206373,1350000,2045,3,4,3
693,7601375,Dubai Creek Harbour (The Lagoons),25.206345,55.345142,3000000,1932,3,4,1
694,7601380,Dubai Marina,25.086376,55.14736,1490000,838,1,2,1
695,7601508,Jumeirah Village Circle,25.051513,55.207733,612870,695,1,2,3
696,7601610,Palm Jumeirah,25.111943,55.144174,2250000,2182,3,3,1
697,7601634,Jumeirah Beach Residence,25.080162,55.13786999999999,1350000,1850,3,4,1
698,7601684,Dubai Marina,25.086376,55.14736,1575000,775,1,2,0
699,7601740,Jumeirah Village Circle,25.048095,55.206373,639777,817,1,2,3
700,7601759,Jumeirah Village Circle,25.048095,55.206373,627777,750,1,2,3
701,7601770,Jumeirah Village Circle,25.048095,55.206373,620000,744,1,2,3
702,7601836,Jumeirah Village Circle,25.051513,55.207733,706000,767,1,2,3
703,7601859,Jumeirah Village Circle,25.051513,55.207733,993999,1163,2,3,3
704,7601926,Jumeirah Village Circle,25.051528,55.212972,670000,880,1,2,3
705,7601971,Jumeirah Village Circle,25.051528,55.212972,914000,1196,2,3,3
706,7601985,Jumeirah Village Circle,25.051528,55.212972,1113000,1465,2,3,3
707,7602004,Jumeirah Village Circle,25.051528,55.212972,1131000,1558,2,3,3
708,7602027,Jumeirah Village Circle,25.046296,55.200782999999994,635000,692,1,2,3
709,7602093,Jumeirah Village Circle,25.046296,55.200782999999994,941000,1316,2,3,3
710,7602103,Jumeirah Village Circle,25.046296,55.200782999999994,1080000,1421,2,3,3
711,7602634,Dubai Harbour,25.09938,55.141275,4222888,1968,3,4,0
712,7602759,Jumeirah,25.240419,55.25277,1737000,1213,2,3,1
713,7602774,Jumeirah Beach Residence,25.07715,55.135515000000005,1200000,1295,2,3,0
714,7602887,Dubai Marina,25.089393,55.147796,1450000,1329,2,3,1
715,7602888,Dubai Creek Harbour (The Lagoons),25.2065,55.34505600000001,3400000,1931,3,4,0
716,7603222,Jumeirah Lake Towers,25.069779,55.14416800000001,525000,675,1,1,1
717,7603391,Palm Jumeirah,25.10798,55.147521,1259999,1583,2,4,1
718,7603397,DAMAC Hills,25.021049,55.255442,425000,559,0,1,1
719,7603654,Dubai Marina,25.090136,55.150381,1550000,1207,2,3,1
720,7603866,Dubai Marina,25.088606,55.148208,790000,1219,2,2,0
